Time,Price,Volume,Value,Reason,Condition Code,Trade No,DS
"10:03:41","1245","22","274","BID","","318050","JSE",
"10:03:40","1245","22","274","BID","","317940","JSE",
"10:03:40","1245","22","274","BID","","317870","JSE",
"10:03:40","1245","22","274","BID","","317820","JSE",
"10:03:40","1245","22","274","BID","","317810","JSE",
"10:03:40","1245","22","274","BID","","317800","JSE",
"10:03:40","1245","22","274","BID","","317790","JSE",
"10:03:40","1245","22","274","BID","","317780","JSE",
"10:03:39","1245","22","274","BID","","317770","JSE",
"10:03:39","1245","22","274","BID","","317760","JSE",
"10:03:39","1245","22","274","BID","","317740","JSE",
"10:03:39","1245","22","274","BID","","317720","JSE",
"10:03:39","1245","22","274","BID","","317650","JSE",
"10:03:39","1245","22","274","BID","","317460","JSE",
"10:03:38","1245","22","274","BID","","317440","JSE",
"10:03:38","1245","22","274","BID","","317400","JSE",
"10:03:38","1245","22","274","BID","","317390","JSE",
"10:03:38","1245","22","274","BID","","317380","JSE",
"10:03:38","1245","22","274","BID","","317370","JSE",
"10:03:38","1245","22","274","BID","","317320","JSE",
"10:03:38","1245","22","274","BID","","317310","JSE",
"10:03:37","1245","22","274","BID","","317300","JSE",
"10:03:37","1245","22","274","BID","","317290","JSE",
"10:03:37","1245","22","274","BID","","317280","JSE",
"10:03:37","1245","22","274","BID","","317270","JSE",
"10:03:37","1245","22","274","BID","","317250","JSE",
"10:03:37","1245","22","274","BID","","317240","JSE",
"10:03:37","1245","22","274","BID","","317230","JSE",
"10:03:36","1245","22","274","BID","","317220","JSE",
"10:03:36","1245","22","274","BID","","317150","JSE",
"10:03:36","1245","22","274","BID","","317130","JSE",
"10:03:36","1245","22","274","BID","","317120","JSE",
"10:03:36","1245","22","274","BID","","317110","JSE",
"10:02:43","1245","22","274","BID","","305110","JSE",
"10:02:43","1245","22","274","BID","","305100","JSE",
"10:02:43","1245","22","274","BID","","305070","JSE",
"10:02:43","1245","22","274","BID","","305010","JSE",
"10:02:42","1245","22","274","BID","","304980","JSE",
"10:02:42","1245","22","274","BID","","304960","JSE",
"10:02:42","1245","22","274","BID","","304950","JSE",
"10:02:42","1245","22","274","BID","","304930","JSE",
"10:02:42","1245","22","274","BID","","304920","JSE",
"10:02:42","1245","22","274","BID","","304910","JSE",
"10:02:42","1245","22","274","BID","","304900","JSE",
"10:02:41","1245","22","274","BID","","304800","JSE",
"10:02:41","1245","22","274","BID","","304770","JSE",
"10:02:41","1245","22","274","BID","","304670","JSE",
"10:02:41","1245","22","274","BID","","304650","JSE",
"10:02:41","1245","22","274","BID","","304640","JSE",
"10:02:40","1245","22","274","BID","","304630","JSE",
"10:02:40","1245","22","274","BID","","304590","JSE",
"10:02:40","1245","22","274","BID","","304570","JSE",
"10:02:40","1245","22","274","BID","","304530","JSE",
"10:02:40","1245","22","274","BID","","304520","JSE",
"10:02:40","1245","22","274","BID","","304510","JSE",
"10:02:40","1245","22","274","BID","","304480","JSE",
"10:02:40","1245","22","274","BID","","304450","JSE",
"10:02:39","1245","22","274","BID","","304370","JSE",
"10:02:39","1245","22","274","BID","","304330","JSE",
"10:02:39","1245","22","274","BID","","304290","JSE",
"10:02:39","1245","22","274","BID","","304250","JSE",
"10:02:39","1245","22","274","BID","","304200","JSE",
"10:02:38","1245","22","274","BID","","304000","JSE",
"10:02:38","1245","22","274","BID","","303920","JSE",
"10:02:38","1245","22","274","BID","","303820","JSE",
"10:02:38","1245","22","274","BID","","303770","JSE",
"10:02:37","1245","22","274","BID","","303720","JSE",
"10:02:37","1245","22","274","BID","","303700","JSE",
"10:02:37","1245","22","274","BID","","303690","JSE",
"10:02:37","1245","22","274","BID","","303650","JSE",
"10:02:37","1245","22","274","BID","","303640","JSE",
"10:02:37","1245","22","274","BID","","303620","JSE",
"10:02:37","1245","22","274","BID","","303610","JSE",
"10:02:37","1245","22","274","BID","","303590","JSE",
"10:02:37","1245","22","274","BID","","303570","JSE",
"10:02:36","1245","22","274","BID","","303550","JSE",
"10:02:36","1245","22","274","BID","","303500","JSE",
"10:02:36","1245","22","274","BID","","303480","JSE",
"10:02:36","1245","22","274","BID","","303430","JSE",
"10:02:36","1245","22","274","BID","","303420","JSE",
"10:02:36","1245","22","274","BID","","303390","JSE",
"10:02:36","1245","22","274","BID","","303330","JSE",
"10:02:36","1245","22","274","BID","","303310","JSE",
"10:02:36","1245","22","274","BID","","303300","JSE",
"10:02:35","1245","22","274","BID","","303290","JSE",
"10:02:35","1245","22","274","BID","","303280","JSE",
"10:02:35","1245","22","274","BID","","303270","JSE",
"10:02:35","1245","22","274","BID","","303160","JSE",
"10:02:35","1245","22","274","BID","","303030","JSE",
"10:02:35","1245","22","274","BID","","302980","JSE",
"10:02:35","1245","22","274","BID","","302970","JSE",
"10:02:34","1245","22","274","BID","","302960","JSE",
"10:02:34","1245","22","274","BID","","302950","JSE",
"10:02:34","1245","22","274","BID","","302940","JSE",
"10:02:34","1245","22","274","BID","","302930","JSE",
"10:02:34","1245","22","274","BID","","302920","JSE",
"10:02:34","1245","22","274","BID","","302880","JSE",
"10:02:34","1245","22","274","BID","","302870","JSE",
"10:02:34","1245","22","274","BID","","302860","JSE",
"10:02:34","1245","22","274","BID","","302850","JSE",
"10:02:33","1245","22","274","BID","","302840","JSE",
"10:02:33","1245","22","274","BID","","302830","JSE",
"10:02:33","1245","22","274","BID","","302820","JSE",
"10:02:33","1245","22","274","BID","","302810","JSE",
"10:02:33","1245","22","274","BID","","302800","JSE",
"10:02:33","1245","22","274","BID","","302790","JSE",
"10:02:33","1245","22","274","BID","","302780","JSE",
"10:02:33","1245","22","274","BID","","302770","JSE",
"10:02:33","1245","22","274","BID","","302760","JSE",
"10:02:32","1245","22","274","BID","","302750","JSE",
"10:02:32","1245","22","274","BID","","302740","JSE",
"10:02:32","1245","22","274","BID","","302730","JSE",
"10:02:32","1245","22","274","BID","","302710","JSE",
"10:02:32","1245","22","274","BID","","302700","JSE",
"10:02:32","1245","22","274","BID","","302690","JSE",
"10:02:32","1245","22","274","BID","","302670","JSE",
"10:02:32","1245","22","274","BID","","302660","JSE",
"10:02:32","1245","22","274","BID","","302600","JSE",
"10:02:32","1245","22","274","BID","","302590","JSE",
"10:02:31","1245","22","274","BID","","302580","JSE",
"10:02:31","1245","22","274","BID","","302570","JSE",
"10:02:31","1245","22","274","BID","","302560","JSE",
"10:02:31","1245","22","274","BID","","302530","JSE",
"10:02:31","1245","22","274","BID","","302510","JSE",
"10:02:31","1245","22","274","BID","","302470","JSE",
"10:02:31","1245","22","274","BID","","302460","JSE",
"10:02:31","1245","22","274","BID","","302440","JSE",
"10:02:30","1245","22","274","BID","","302430","JSE",
"10:02:30","1245","22","274","BID","","302420","JSE",
"10:02:30","1245","22","274","BID","","302410","JSE",
"10:02:30","1245","22","274","BID","","302400","JSE",
"10:02:30","1245","22","274","BID","","302390","JSE",
"10:02:30","1245","22","274","BID","","302370","JSE",
"10:02:29","1245","22","274","BID","","302360","JSE",
"10:02:29","1245","22","274","BID","","302330","JSE",
"10:02:29","1245","22","274","BID","","302320","JSE",
"10:02:29","1245","22","274","BID","","302310","JSE",
"10:02:29","1245","22","274","BID","","302280","JSE",
"10:02:29","1245","22","274","BID","","302260","JSE",
"10:02:28","1245","22","274","BID","","302230","JSE",
"10:02:28","1245","22","274","BID","","302200","JSE",
"10:02:28","1245","22","274","BID","","302180","JSE",
"10:02:28","1245","22","274","BID","","302160","JSE",
"10:02:28","1245","22","274","BID","","302100","JSE",
"10:02:28","1245","22","274","BID","","302070","JSE",
"10:02:28","1245","22","274","BID","","302030","JSE",
"10:02:28","1245","22","274","BID","","301970","JSE",
"10:02:28","1245","22","274","BID","","301940","JSE",
"10:02:27","1245","22","274","BID","","301820","JSE",
"10:02:27","1245","22","274","BID","","301770","JSE",
"10:02:27","1245","22","274","BID","","301730","JSE",
"10:02:27","1245","22","274","BID","","301710","JSE",
"10:02:27","1245","22","274","BID","","301700","JSE",
"10:02:26","1245","22","274","BID","","301670","JSE",
"10:02:26","1245","22","274","BID","","301640","JSE",
"10:02:26","1245","22","274","BID","","301560","JSE",
"10:02:26","1245","22","274","BID","","301550","JSE",
"10:02:26","1245","22","274","BID","","301530","JSE",
"10:02:26","1245","22","274","BID","","301520","JSE",
"10:02:25","1245","22","274","BID","","301470","JSE",
"10:02:25","1245","22","274","BID","","301460","JSE",
"10:02:25","1245","22","274","BID","","301430","JSE",
"10:02:25","1245","22","274","BID","","301410","JSE",
"10:02:25","1245","22","274","BID","","301400","JSE",
"10:02:25","1245","22","274","BID","","301390","JSE",
"10:02:25","1245","22","274","BID","","301360","JSE",
"10:02:25","1245","22","274","BID","","301350","JSE",
"10:02:24","1245","22","274","BID","","301320","JSE",
"10:02:24","1245","22","274","BID","","301300","JSE",
"10:02:24","1245","22","274","BID","","301270","JSE",
"10:02:24","1245","22","274","BID","","301230","JSE",
"10:02:24","1245","22","274","BID","","301220","JSE",
"10:02:24","1245","22","274","BID","","301200","JSE",
"10:02:24","1245","22","274","BID","","301190","JSE",
"10:02:24","1245","22","274","BID","","301160","JSE",
"10:02:23","1245","22","274","BID","","301150","JSE",
"10:02:23","1245","22","274","BID","","301140","JSE",
"10:02:23","1245","22","274","BID","","301130","JSE",
"10:02:23","1245","22","274","BID","","301120","JSE",
"10:02:23","1245","22","274","BID","","301110","JSE",
"10:02:23","1245","22","274","BID","","301100","JSE",
"10:02:23","1245","22","274","BID","","301090","JSE",
"10:02:23","1245","22","274","BID","","301080","JSE",
"10:02:23","1245","22","274","BID","","301070","JSE",
"10:02:23","1245","22","274","BID","","301020","JSE",
"10:02:23","1245","22","274","BID","","301000","JSE",
"10:02:22","1245","22","274","BID","","300980","JSE",
"10:02:22","1245","22","274","BID","","300970","JSE",
"10:02:22","1245","22","274","BID","","300960","JSE",
"10:02:22","1245","22","274","BID","","300950","JSE",
"10:02:22","1245","22","274","BID","","300940","JSE",
"10:02:22","1245","22","274","BID","","300930","JSE",
"10:02:22","1245","22","274","BID","","300920","JSE",
"10:02:22","1245","22","274","BID","","300910","JSE",
"10:02:21","1245","22","274","BID","","300900","JSE",
"10:02:21","1245","22","274","BID","","300890","JSE",
"10:02:21","1245","22","274","BID","","300880","JSE",
"10:02:21","1245","22","274","BID","","300860","JSE",
"10:02:21","1245","22","274","BID","","300850","JSE",
"10:02:21","1245","22","274","BID","","300830","JSE",
"10:02:21","1245","22","274","BID","","300820","JSE",
"10:02:21","1245","22","274","BID","","300810","JSE",
"10:02:21","1245","22","274","BID","","300800","JSE",
"10:02:21","1245","22","274","BID","","300740","JSE",
"10:02:20","1245","22","274","BID","","300730","JSE",
"10:02:20","1245","22","274","BID","","300720","JSE",
"10:02:20","1245","22","274","BID","","300710","JSE",
"10:02:20","1245","22","274","BID","","300680","JSE",
"10:02:20","1245","22","274","BID","","300670","JSE",
"10:02:20","1245","22","274","BID","","300660","JSE",
"10:02:20","1245","22","274","BID","","300610","JSE",
"10:02:20","1245","22","274","BID","","300590","JSE",
"10:02:20","1245","22","274","BID","","300550","JSE",
"10:02:19","1245","22","274","BID","","300530","JSE",
"10:02:19","1245","22","274","BID","","300510","JSE",
"10:02:19","1245","22","274","BID","","300500","JSE",
"10:02:19","1245","22","274","BID","","300480","JSE",
"10:02:19","1245","22","274","BID","","300470","JSE",
"10:02:19","1245","22","274","BID","","300460","JSE",
"10:02:18","1245","22","274","BID","","300340","JSE",
"10:02:18","1245","22","274","BID","","300320","JSE",
"10:02:18","1245","22","274","BID","","300310","JSE",
"10:02:18","1245","22","274","BID","","300300","JSE",
"10:02:18","1245","22","274","BID","","300290","JSE",
"10:02:18","1245","22","274","BID","","300280","JSE",
"10:02:18","1245","22","274","BID","","300270","JSE",
"10:02:17","1245","22","274","BID","","300260","JSE",
"10:02:17","1245","22","274","BID","","300250","JSE",
"10:02:17","1245","22","274","BID","","300240","JSE",
"10:02:17","1245","22","274","BID","","300230","JSE",
"10:02:17","1245","22","274","BID","","300220","JSE",
"10:02:17","1245","22","274","BID","","300210","JSE",
"10:02:17","1245","22","274","BID","","300160","JSE",
"10:02:17","1245","22","274","BID","","300130","JSE",
"10:02:17","1245","22","274","ASK","","300110","JSE",
"10:02:16","1245","22","274","ASK","","300090","JSE",
"09:57:37","1245","22","274","ASK","","255200","JSE",
"10:03:36","1244","22","274","BID","","317090","JSE",
"10:03:36","1244","22","274","BID","","317070","JSE",
"10:03:36","1244","22","274","BID","","317040","JSE",
"10:03:35","1244","22","274","BID","","316930","JSE",
"10:03:35","1244","22","274","BID","","316920","JSE",
"10:03:35","1244","22","274","BID","","316910","JSE",
"10:03:35","1244","22","274","BID","","316900","JSE",
"10:03:35","1244","22","274","BID","","316880","JSE",
"10:03:35","1244","22","274","BID","","316860","JSE",
"10:03:35","1244","22","274","BID","","316850","JSE",
"10:03:35","1244","22","274","BID","","316840","JSE",
"10:03:34","1244","22","274","BID","","316810","JSE",
"10:03:34","1244","22","274","BID","","316800","JSE",
"10:03:34","1244","22","274","BID","","316790","JSE",
"10:03:34","1244","22","274","BID","","316770","JSE",
"10:03:34","1244","22","274","BID","","316760","JSE",
"10:03:34","1244","22","274","BID","","316750","JSE",
"10:03:33","1244","22","274","BID","","316730","JSE",
"10:03:33","1244","22","274","BID","","316720","JSE",
"10:03:33","1244","22","274","BID","","316710","JSE",
"10:03:33","1244","22","274","BID","","316700","JSE",
"10:03:33","1244","22","274","BID","","316690","JSE",
"10:03:33","1244","22","274","BID","","316670","JSE",
"10:03:32","1244","22","274","BID","","316660","JSE",
"10:03:32","1244","22","274","BID","","316650","JSE",
"10:03:32","1244","22","274","BID","","316640","JSE",
"10:03:32","1244","22","274","BID","","316630","JSE",
"10:03:32","1244","22","274","BID","","316620","JSE",
"10:03:32","1244","22","274","BID","","316610","JSE",
"10:03:32","1244","22","274","BID","","316600","JSE",
"10:03:32","1244","22","274","BID","","316590","JSE",
"10:03:32","1244","22","274","BID","","316560","JSE",
"10:03:31","1244","22","274","BID","","316550","JSE",
"10:03:31","1244","22","274","BID","","316540","JSE",
"10:03:31","1244","22","274","BID","","316530","JSE",
"10:03:31","1244","22","274","BID","","316520","JSE",
"10:03:31","1244","22","274","BID","","316500","JSE",
"10:03:31","1244","22","274","BID","","316490","JSE",
"10:03:31","1244","22","274","BID","","316480","JSE",
"10:03:31","1244","22","274","BID","","316470","JSE",
"10:03:31","1244","22","274","BID","","316460","JSE",
"10:03:30","1244","22","274","BID","","316440","JSE",
"10:03:30","1244","22","274","BID","","316420","JSE",
"10:03:30","1244","22","274","BID","","316410","JSE",
"10:03:30","1244","22","274","BID","","316400","JSE",
"10:03:30","1244","22","274","BID","","316390","JSE",
"10:03:30","1244","22","274","BID","","316380","JSE",
"10:03:30","1244","22","274","BID","","316370","JSE",
"10:03:29","1244","22","274","BID","","316320","JSE",
"10:03:29","1244","22","274","BID","","316310","JSE",
"10:03:29","1244","22","274","BID","","316300","JSE",
"10:03:29","1244","22","274","BID","","316260","JSE",
"10:03:29","1244","22","274","BID","","316250","JSE",
"10:03:29","1244","22","274","BID","","316240","JSE",
"10:03:28","1244","22","274","BID","","316230","JSE",
"10:03:28","1244","22","274","BID","","316220","JSE",
"10:03:28","1244","22","274","BID","","316210","JSE",
"10:03:28","1244","22","274","BID","","316200","JSE",
"10:03:28","1244","22","274","BID","","316180","JSE",
"10:03:28","1244","22","274","BID","","316170","JSE",
"10:03:28","1244","22","274","BID","","316160","JSE",
"10:03:28","1244","22","274","BID","","316150","JSE",
"10:03:28","1244","22","274","BID","","316140","JSE",
"10:03:27","1244","22","274","BID","","316130","JSE",
"10:03:27","1244","22","274","BID","","316120","JSE",
"10:03:27","1244","22","274","BID","","316060","JSE",
"10:03:27","1244","22","274","BID","","316050","JSE",
"10:03:27","1244","22","274","BID","","316040","JSE",
"10:03:27","1244","22","274","BID","","316030","JSE",
"10:03:27","1244","22","274","BID","","316020","JSE",
"10:03:26","1244","22","274","BID","","315890","JSE",
"10:03:26","1244","22","274","BID","","315880","JSE",
"10:03:26","1244","22","274","BID","","315870","JSE",
"10:03:25","1244","22","274","BID","","315840","JSE",
"10:03:25","1244","22","274","BID","","315830","JSE",
"10:03:25","1244","22","274","BID","","315800","JSE",
"10:03:25","1244","22","274","BID","","315780","JSE",
"10:03:25","1244","22","274","BID","","315760","JSE",
"10:03:25","1244","22","274","BID","","315730","JSE",
"10:03:25","1244","22","274","BID","","315720","JSE",
"10:03:24","1244","22","274","BID","","315710","JSE",
"10:03:24","1244","22","274","BID","","315670","JSE",
"10:03:24","1244","22","274","BID","","315660","JSE",
"10:03:24","1244","22","274","BID","","315650","JSE",
"10:03:24","1244","22","274","BID","","315620","JSE",
"10:03:24","1244","22","274","BID","","315600","JSE",
"10:03:24","1244","22","274","BID","","315540","JSE",
"10:03:24","1244","22","274","BID","","315530","JSE",
"10:03:23","1244","22","274","BID","","315520","JSE",
"10:03:23","1244","22","274","BID","","315510","JSE",
"10:03:23","1244","22","274","BID","","315500","JSE",
"10:03:23","1244","22","274","BID","","315490","JSE",
"10:03:23","1244","22","274","BID","","315480","JSE",
"10:03:23","1244","22","274","BID","","315470","JSE",
"10:03:23","1244","22","274","BID","","315460","JSE",
"10:03:23","1244","22","274","BID","","315420","JSE",
"10:03:23","1244","22","274","BID","","315410","JSE",
"10:03:22","1244","22","274","BID","","315400","JSE",
"10:03:22","1244","22","274","BID","","315370","JSE",
"10:03:22","1244","22","274","BID","","315350","JSE",
"10:03:22","1244","22","274","BID","","315340","JSE",
"10:03:22","1244","22","274","BID","","315330","JSE",
"10:03:22","1244","22","274","BID","","315310","JSE",
"10:03:22","1244","22","274","BID","","315300","JSE",
"10:03:21","1244","22","274","BID","","315250","JSE",
"10:03:21","1244","22","274","BID","","315240","JSE",
"10:03:21","1244","22","274","BID","","315230","JSE",
"10:03:20","1244","22","274","BID","","315170","JSE",
"10:03:20","1244","22","274","BID","","315100","JSE",
"10:03:20","1244","22","274","BID","","315060","JSE",
"10:03:20","1244","22","274","BID","","315050","JSE",
"10:03:20","1244","22","274","BID","","315040","JSE",
"10:03:20","1244","22","274","BID","","315030","JSE",
"10:03:19","1244","22","274","BID","","314970","JSE",
"10:03:19","1244","22","274","BID","","314930","JSE",
"10:03:19","1244","22","274","BID","","314900","JSE",
"10:03:19","1244","22","274","BID","","314770","JSE",
"10:03:19","1244","22","274","BID","","314760","JSE",
"10:03:19","1244","22","274","BID","","314730","JSE",
"10:03:19","1244","22","274","BID","","314720","JSE",
"10:03:19","1244","22","274","BID","","314680","JSE",
"10:03:19","1244","22","274","BID","","314670","JSE",
"10:03:18","1244","22","274","BID","","314650","JSE",
"10:03:18","1244","22","274","BID","","314640","JSE",
"10:03:18","1244","22","274","BID","","314630","JSE",
"10:03:18","1244","22","274","BID","","314600","JSE",
"10:03:18","1244","22","274","BID","","314590","JSE",
"10:03:18","1244","22","274","BID","","314580","JSE",
"10:03:17","1244","22","274","BID","","314520","JSE",
"10:03:16","1244","22","274","BID","","313900","JSE",
"10:03:16","1244","22","274","BID","","313860","JSE",
"10:03:16","1244","22","274","BID","","313810","JSE",
"10:03:16","1244","22","274","BID","","313780","JSE",
"10:03:16","1244","22","274","BID","","313760","JSE",
"10:03:15","1244","22","274","BID","","313750","JSE",
"10:03:15","1244","22","274","BID","","313730","JSE",
"10:03:15","1244","22","274","BID","","313720","JSE",
"10:03:15","1244","22","274","BID","","313710","JSE",
"10:03:15","1244","22","274","BID","","313700","JSE",
"10:03:15","1244","22","274","BID","","313690","JSE",
"10:03:15","1244","22","274","BID","","313680","JSE",
"10:03:15","1244","22","274","BID","","313670","JSE",
"10:03:15","1244","22","274","BID","","313630","JSE",
"10:03:14","1244","22","274","BID","","313620","JSE",
"10:03:14","1244","22","274","BID","","313610","JSE",
"10:03:14","1244","22","274","BID","","313600","JSE",
"10:03:14","1244","22","274","BID","","313570","JSE",
"10:03:14","1244","22","274","BID","","313530","JSE",
"10:03:14","1244","22","274","BID","","313520","JSE",
"10:03:14","1244","22","274","BID","","313500","JSE",
"10:03:13","1244","22","274","BID","","313490","JSE",
"10:03:13","1244","22","274","BID","","313460","JSE",
"10:03:13","1244","22","274","BID","","313450","JSE",
"10:03:13","1244","22","274","BID","","313440","JSE",
"10:03:13","1244","22","274","BID","","313430","JSE",
"10:03:12","1244","22","274","BID","","313400","JSE",
"10:03:12","1244","22","274","BID","","313390","JSE",
"10:03:12","1244","22","274","BID","","313380","JSE",
"10:03:12","1244","22","274","BID","","313360","JSE",
"10:03:12","1244","22","274","BID","","313330","JSE",
"10:03:12","1244","22","274","BID","","313320","JSE",
"10:03:12","1244","22","274","BID","","313190","JSE",
"10:03:11","1244","22","274","BID","","313160","JSE",
"10:03:11","1244","22","274","BID","","313140","JSE",
"10:03:11","1244","22","274","BID","","313060","JSE",
"10:03:11","1244","22","274","BID","","313030","JSE",
"10:03:11","1244","22","274","BID","","312980","JSE",
"10:03:10","1244","22","274","BID","","312880","JSE",
"10:03:10","1244","22","274","BID","","312550","JSE",
"10:03:10","1244","22","274","BID","","312510","JSE",
"10:03:10","1244","22","274","BID","","312450","JSE",
"10:03:10","1244","22","274","BID","","312420","JSE",
"10:03:10","1244","22","274","BID","","312380","JSE",
"10:03:10","1244","22","274","BID","","312370","JSE",
"10:03:10","1244","22","274","BID","","312330","JSE",
"10:03:09","1244","22","274","BID","","312320","JSE",
"10:03:09","1244","22","274","BID","","312310","JSE",
"10:03:09","1244","22","274","BID","","312300","JSE",
"10:03:09","1244","22","274","BID","","312290","JSE",
"10:03:09","1244","22","274","BID","","312280","JSE",
"10:03:09","1244","22","274","BID","","312270","JSE",
"10:03:09","1244","22","274","BID","","312260","JSE",
"10:03:09","1244","22","274","BID","","312250","JSE",
"10:03:08","1244","22","274","BID","","312240","JSE",
"10:03:08","1244","22","274","BID","","312230","JSE",
"10:03:08","1244","22","274","BID","","312220","JSE",
"10:03:08","1244","22","274","BID","","312210","JSE",
"10:03:08","1244","22","274","BID","","312130","JSE",
"10:03:07","1244","22","274","BID","","312090","JSE",
"10:03:07","1244","22","274","BID","","312040","JSE",
"10:03:07","1244","22","274","BID","","312030","JSE",
"10:03:07","1244","22","274","BID","","312010","JSE",
"10:03:07","1244","22","274","BID","","312000","JSE",
"10:03:07","1244","22","274","BID","","311980","JSE",
"10:03:07","1244","22","274","BID","","311970","JSE",
"10:03:07","1244","22","274","BID","","311830","JSE",
"10:03:06","1244","22","274","BID","","311700","JSE",
"10:03:06","1244","22","274","BID","","311690","JSE",
"10:03:06","1244","22","274","BID","","311680","JSE",
"10:03:06","1244","22","274","BID","","311670","JSE",
"10:03:06","1244","22","274","BID","","311660","JSE",
"10:03:05","1244","22","274","BID","","311560","JSE",
"10:03:05","1244","22","274","BID","","311550","JSE",
"10:03:05","1244","22","274","BID","","311540","JSE",
"10:03:05","1244","22","274","BID","","311530","JSE",
"10:03:04","1244","22","274","BID","","311520","JSE",
"10:03:04","1244","22","274","BID","","311510","JSE",
"10:03:04","1244","22","274","BID","","311490","JSE",
"10:03:04","1244","22","274","BID","","311440","JSE",
"10:03:04","1244","22","274","BID","","311400","JSE",
"10:03:04","1244","22","274","BID","","311390","JSE",
"10:03:03","1244","22","274","BID","","311380","JSE",
"10:03:03","1244","22","274","BID","","311370","JSE",
"10:03:03","1244","22","274","BID","","311350","JSE",
"10:03:03","1244","22","274","BID","","311340","JSE",
"10:03:03","1244","22","274","BID","","311330","JSE",
"10:03:02","1244","22","274","BID","","311150","JSE",
"10:03:02","1244","22","274","BID","","311140","JSE",
"10:03:02","1244","22","274","BID","","311070","JSE",
"10:03:02","1244","22","274","BID","","311050","JSE",
"10:03:02","1244","22","274","BID","","311030","JSE",
"10:03:02","1244","22","274","BID","","310850","JSE",
"10:03:01","1244","22","274","BID","","310770","JSE",
"10:03:01","1244","22","274","BID","","310560","JSE",
"10:03:01","1244","22","274","BID","","310530","JSE",
"10:03:01","1244","22","274","BID","","310520","JSE",
"10:03:01","1244","22","274","BID","","310380","JSE",
"10:03:01","1244","22","274","BID","","310360","JSE",
"10:03:01","1244","22","274","BID","","310350","JSE",
"10:03:01","1244","22","274","BID","","310330","JSE",
"10:03:01","1244","22","274","BID","","310320","JSE",
"10:03:01","1244","22","274","BID","","310310","JSE",
"10:03:00","1244","22","274","BID","","310290","JSE",
"10:03:00","1244","22","274","BID","","310280","JSE",
"10:03:00","1244","22","274","BID","","310250","JSE",
"10:03:00","1244","22","274","BID","","310210","JSE",
"10:03:00","1244","22","274","BID","","310160","JSE",
"10:02:59","1244","22","274","BID","","310060","JSE",
"10:02:59","1244","22","274","BID","","310020","JSE",
"10:02:59","1244","22","274","BID","","310010","JSE",
"10:02:59","1244","22","274","BID","","309970","JSE",
"10:02:59","1244","22","274","BID","","309960","JSE",
"10:02:59","1244","22","274","BID","","309950","JSE",
"10:02:58","1244","22","274","BID","","309940","JSE",
"10:02:58","1244","22","274","BID","","309930","JSE",
"10:02:58","1244","22","274","BID","","309920","JSE",
"10:02:58","1244","22","274","BID","","309910","JSE",
"10:02:58","1244","22","274","BID","","309850","JSE",
"10:02:58","1244","22","274","BID","","309840","JSE",
"10:02:58","1244","22","274","BID","","309820","JSE",
"10:02:58","1244","22","274","BID","","309800","JSE",
"10:02:58","1244","22","274","BID","","309790","JSE",
"10:02:57","1244","22","274","BID","","309760","JSE",
"10:02:57","1244","22","274","BID","","309730","JSE",
"10:02:57","1244","22","274","BID","","309720","JSE",
"10:02:57","1244","22","274","BID","","309630","JSE",
"10:02:57","1244","22","274","BID","","309620","JSE",
"10:02:57","1244","22","274","BID","","309600","JSE",
"10:02:57","1244","22","274","BID","","309570","JSE",
"10:02:57","1244","22","274","BID","","309540","JSE",
"10:02:57","1244","22","274","BID","","309530","JSE",
"11:34:09","1242","17","211","ASK","","890160","JSE",
"16:49:55","1227","17","209","ASK","","3017620","JSE",
"10:03:22","1244","16","199","BID","","315390","JSE",
"10:26:29","1248","15","187","-","","493020","JSE",
"10:02:43","1245","15","187","BID","","305120","JSE",
"15:53:58","1228","15","184","BID","","2365120","JSE",
"11:34:08","1245","14","174","ASK","","889570","JSE",
"09:54:03","1245","12","149","-","","239880","JSE",
"15:11:10","1228","12","147","ASK","","2077800","JSE",
"11:34:08","1246","10","125","ASK","","889490","JSE",
"09:57:18","1247","9","112","-","","252890","JSE",
"15:18:56","1228","9","111","BID","","2124420","JSE",
"10:02:57","1245","7","87","ASK","","309510","JSE",
"09:54:03","1245","7","87","-","","239900","JSE",
"10:03:22","1244","6","75","BID","","315380","JSE",
"12:49:16","1246","4","50","ASK","","1279290","JSE",
"12:49:16","1246","4","50","ASK","","1279280","JSE",
"14:43:55","1228","4","49","ASK","","1899060","JSE",
"11:21:49","1247","3","37","ASK","","818380","JSE",
"11:34:08","1245","3","37","ASK","","890020","JSE",
"16:06:14","1228","3","37","ASK","","2464070","JSE",
"11:21:49","1247","1","12","ASK","","818390","JSE",
"09:57:18","1247","1","12","ASK","","252910","JSE",
"13:02:16","1246","1","12","BID","","1349020","JSE",
"12:49:18","1244","1","12","ASK","","1279470","JSE",
"11:54:10","1244","1","12","ASK","","1013920","JSE",
"12:55:43","1242","1","12","ASK","","1315150","JSE",
"13:23:05","1241","1","12","ASK","","1481980","JSE",
"13:39:50","1233","1","12","ASK","","1560310","JSE",
"15:28:21","1230","1","12","BID","","2188290","JSE",
"15:24:00","1230","1","12","BID","","2164210","JSE",
"16:06:14","1229","1","12","ASK","","2464040","JSE",
"15:32:11","1229","1","12","ASK","","2219680","JSE",
"15:09:52","1228","1","12","ASK","","2066000","JSE",
"17:00:53","1233","0","0","-","UT","3096844","JSE",
