Date,Open,High,Low,Close,Volume,Value,MktVWAP,Transactions,Adj. Factor
"27-Mar-2024","18450","18617","18393","18494","2m","359.98m","18.51829k","7,092","1",
"26-Mar-2024","18501","18828","18383","18525","3m","526.72m","18.52407k","8,486","1",
"25-Mar-2024","18674","18674","18234","18431","2m","344.17m","18.40242k","7,096","1",
"22-Mar-2024","18491","18659","18348","18413","3m","503.53m","18.44178k","10,530","1",
"21-Mar-2024","0","0","0","18585","0","0","0","0","1",
"20-Mar-2024","18505","18712","18475","18585","10m","1.78b","18.5696k","6,905","1",
"19-Mar-2024","18600","18747","18378","18550","4m","705.87m","18.57567k","8,243","1",
"18-Mar-2024","18775","18775","18280","18605","6m","1.03b","18.58259k","15,721","1",
"15-Mar-2024","18690","19039","18625","18630","15m","2.74b","18.7234k","14,410","1",
"14-Mar-2024","20110","20379","18587","18611","8m","1.46b","18.98175k","18,518","1",
"13-Mar-2024","20443","20443","19800","19970","2m","397.84m","19.95361k","7,894","1",
"12-Mar-2024","20000","20169","19851","19966","2m","381.47m","19.96434k","7,424","1",
"11-Mar-2024","19795","19897","19438","19885","2m","423.18m","19.81501k","6,251","1",
"08-Mar-2024","20099","20170","19619","19733","3m","578.39m","19.82967k","10,782","1",
"07-Mar-2024","20158","20350","19774","20022","2m","490.78m","19.93964k","8,361","1",
"06-Mar-2024","20017","20236","19908","20177","3m","675.03m","20.10854k","9,506","1",
"05-Mar-2024","20405","20484","19925","20010","3m","558.91m","20.10412k","9,512","1",
"04-Mar-2024","20760","20893","20507","20507","2m","412.1m","20.62214k","6,586","1",
"01-Mar-2024","20140","20771","20140","20760","2m","455.19m","20.63859k","7,826","1",
"29-Feb-2024","20401","20836","20103","20182","5m","1.1b","20.24621k","8,180","1",
"28-Feb-2024","20550","20800","20284","20384","2m","349.5m","20.4275k","5,340","1",
"27-Feb-2024","20425","20732","20365","20491","2m","487.66m","20.52072k","8,446","1",
"26-Feb-2024","20670","20670","20273","20503","2m","405.4m","20.48997k","6,559","1",
"23-Feb-2024","20800","20800","20475","20623","2m","384.77m","20.63384k","8,027","1",
