Date,Open,High,Low,Close,Volume,Value,MktVWAP,Transactions,Adj. Factor
"28-Jan-2025","18100","18955","18100","18821","4m","680.18m","18.77358k","11,772","1",
"27-Jan-2025","18450","18547","18030","18479","2m","440.04m","18.31794k","6,388","1",
"24-Jan-2025","18630","18666","18400","18450","2m","428.07m","18.51741k","6,152","1",
"23-Jan-2025","18767","19253","18480","18500","3m","634.55m","18.53172k","7,567","1",
"22-Jan-2025","19208","19208","18769","18815","2m","440.3m","18.87457k","5,800","1",
"21-Jan-2025","19450","19450","18968","19132","822k","157.32m","19.1486k","2,777","1",
"20-Jan-2025","19200","19272","18970","19135","1m","254.24m","19.15071k","5,495","1",
"17-Jan-2025","18887","19284","18879","19189","2m","365.15m","19.17882k","5,903","1",
"16-Jan-2025","19200","19279","18828","18887","2m","345.62m","18.9218k","5,178","1",
"15-Jan-2025","18956","19187","18749","19187","3m","516.14m","18.97609k","6,726","1",
"14-Jan-2025","19104","19250","18912","18950","2m","331.31m","19.0413k","4,447","1",
"13-Jan-2025","19488","19488","18702","18938","3m","496.36m","18.89524k","8,503","1",
"10-Jan-2025","19622","19781","19204","19489","2m","364.14m","19.49575k","4,984","1",
"09-Jan-2025","19697","19697","19463","19635","2m","410.52m","19.59152k","5,718","1",
"08-Jan-2025","19795","19898","19435","19600","3m","646.74m","19.66134k","8,466","1",
"07-Jan-2025","19500","19900","19450","19557","2m","303.94m","19.58503k","5,173","1",
"06-Jan-2025","19299","19830","19145","19585","2m","370.51m","19.51436k","5,865","1",
"03-Jan-2025","19199","19199","18702","19113","839k","159.84m","19.05748k","2,606","1",
"02-Jan-2025","18830","19231","18827","18922","877k","166.61m","18.9899k","4,304","1",
"01-Jan-2025","0","0","0","18975","0","0","0","0","1",
"31-Dec-2024","18901","19160","18862","18975","659k","125.08m","18.98824k","1,486","1",
"30-Dec-2024","18867","19088","18806","19016","992k","188.13m","18.97094k","4,861","1",
"27-Dec-2024","19005","19195","18812","19021","900k","170.44m","18.92931k","3,722","1",
"26-Dec-2024","0","0","0","19232","0","0","0","0","1",
"25-Dec-2024","0","0","0","19232","0","0","0","0","1",
"24-Dec-2024","19300","19448","19000","19232","281k","53.92m","19.19266k","934","1",
"23-Dec-2024","19369","19492","18870","19103","1m","233m","19.11951k","4,473","1",
"20-Dec-2024","19325","19401","18920","19369","5m","960.76m","19.30199k","9,058","1",
"19-Dec-2024","19484","19484","19025","19243","8m","1.45b","19.08347k","7,783","1",
"18-Dec-2024","19706","19713","19347","19500","4m","689.33m","19.52429k","7,140","1",
"17-Dec-2024","19800","19992","19469","19558","3m","643.93m","19.65279k","11,030","1",
"16-Dec-2024","0","0","0","19678","0","0","0","0","1",
"13-Dec-2024","19462","19843","19440","19678","2m","445.52m","19.68749k","12,186","1",
"12-Dec-2024","19933","20070","19564","19627","2m","389.79m","19.68829k","6,250","1",
"11-Dec-2024","19756","20004","19740","19826","3m","509.18m","19.84015k","7,672","1",
"10-Dec-2024","19347","19845","19347","19633","4m","713.28m","19.63886k","11,493","1",
"09-Dec-2024","19375","19690","19100","19617","4m","753.69m","19.56346k","12,328","1",
"06-Dec-2024","18565","19777","18370","19430","9m","1.77b","19.209k","25,014","1",
"05-Dec-2024","17997","18430","17804","18200","6m","1.06b","18.20557k","14,900","1",
"04-Dec-2024","17400","17867","17336","17836","6m","1.03b","17.75638k","13,470","1",
"03-Dec-2024","17301","17493","17180","17211","4m","726.76m","17.36087k","16,689","1",
"02-Dec-2024","17152","17414","17152","17371","2m","326.31m","17.34928k","6,759","1",
"29-Nov-2024","17150","17339","17135","17250","2m","342.51m","17.2483k","3,803","1",
"28-Nov-2024","17251","17478","17219","17281","1m","255.33m","17.30495k","3,869","1",
"27-Nov-2024","17450","17533","17226","17300","1m","259.77m","17.34382k","6,019","1",
"26-Nov-2024","16887","17474","16887","17411","3m","492.94m","17.32531k","10,896","1",
"25-Nov-2024","17020","17344","17020","17036","4m","724.03m","17.0961k","8,000","1",
"22-Nov-2024","17210","17303","17050","17200","2m","425.67m","17.2029k","6,843","1",
"21-Nov-2024","16937","17314","16937","17200","3m","473.23m","17.20909k","8,137","1",
"20-Nov-2024","16665","16983","16620","16937","2m","355.56m","16.92384k","7,806","1",
"19-Nov-2024","16700","16808","16479","16701","2m","282.25m","16.67319k","6,209","1",
"18-Nov-2024","16710","16824","16568","16642","964k","160.59m","16.66054k","2,885","1",
"15-Nov-2024","16550","16830","16550","16617","1m","205.99m","16.63709k","3,326","1",
"14-Nov-2024","16550","16848","16550","16642","2m","269.89m","16.67862k","3,217","1",
"13-Nov-2024","16890","16890","16623","16658","1m","222.34m","16.6789k","3,851","1",
"12-Nov-2024","16799","16814","16562","16748","1m","222.2m","16.71155k","3,950","1",
"11-Nov-2024","16811","17101","16720","16800","1m","236.17m","16.81586k","5,275","1",
"08-Nov-2024","16800","17050","16800","16876","1m","203.64m","16.89856k","3,066","1",
"07-Nov-2024","16800","17315","16800","16990","3m","439.48m","17.03811k","5,150","1",
"06-Nov-2024","17017","17160","16872","17067","2m","321.03m","17.03112k","4,820","1",
"05-Nov-2024","16900","17249","16900","17151","2m","325.99m","17.11287k","5,214","1",
"04-Nov-2024","16800","17100","16800","17011","1m","241.17m","17.00844k","4,817","1",
"01-Nov-2024","16760","16975","16666","16894","3m","537.27m","16.85013k","11,992","1",
"31-Oct-2024","16900","17091","16787","16863","2m","340.68m","16.88289k","5,184","1",
"30-Oct-2024","16700","17071","16630","16963","2m","372.41m","16.94451k","5,862","1",
"29-Oct-2024","17100","17171","16637","16841","1m","238.08m","16.83402k","4,675","1",
"28-Oct-2024","16750","17121","16750","17109","3m","491.24m","17.0738k","6,067","1",
"25-Oct-2024","16816","16989","16751","16853","1m","194.16m","16.85214k","3,878","1",
"24-Oct-2024","16716","16972","16666","16853","2m","259.77m","16.84016k","5,334","1",
"23-Oct-2024","16611","16826","16575","16636","3m","437m","16.67034k","6,626","1",
"22-Oct-2024","17113","17113","16640","16706","2m","408.53m","16.72016k","5,244","1",
"21-Oct-2024","17130","17200","16885","16963","3m","496.05m","17.01204k","4,861","1",
"18-Oct-2024","17150","17339","17049","17202","1m","257.32m","17.20462k","7,045","1",
"17-Oct-2024","16900","17398","16900","17182","3m","439.59m","17.23375k","4,605","1",
"16-Oct-2024","17005","17214","16827","17134","5m","795.25m","17.12896k","8,629","1",
"15-Oct-2024","16780","17003","16704","17003","3m","586.09m","16.92289k","7,499","1",
"14-Oct-2024","16950","17031","16796","16827","2m","257.92m","16.85653k","4,901","1",
"11-Oct-2024","16600","16962","16574","16911","2m","290.83m","16.85529k","5,026","1",
"10-Oct-2024","16780","16846","16564","16678","2m","401.56m","16.67734k","8,937","1",
"09-Oct-2024","16750","16820","16512","16777","1m","226.32m","16.68502k","6,355","1",
"08-Oct-2024","16645","16977","16578","16825","3m","523.13m","16.83168k","9,120","1",
"07-Oct-2024","16860","17051","16750","16900","1m","229.2m","16.90876k","5,053","1",
"04-Oct-2024","17021","17021","16785","16945","3m","457.93m","16.92383k","10,470","1",
"03-Oct-2024","16950","17063","16721","16800","3m","478.41m","16.80977k","6,331","1",
"02-Oct-2024","17226","17392","16872","16943","2m","342.6m","17.05429k","7,547","1",
"01-Oct-2024","17600","17750","16914","17021","3m","563.89m","17.22568k","11,291","1",
"30-Sep-2024","17698","17931","17496","17544","3m","589.43m","17.60674k","10,124","1",
"27-Sep-2024","17604","17822","17550","17815","2m","291.49m","17.75269k","8,132","1",
"26-Sep-2024","17517","17945","17517","17773","2m","374.57m","17.77923k","10,346","1",
"25-Sep-2024","17620","17751","17440","17567","3m","574.53m","17.56497k","15,290","1",
"24-Sep-2024","0","0","0","17560","0","0","0","0","1",
"23-Sep-2024","17199","17600","17199","17560","2m","376.03m","17.50277k","13,503","1",
"20-Sep-2024","17386","17474","17176","17209","6m","1.11b","17.23316k","5,422","1",
"19-Sep-2024","17175","17513","17081","17424","10m","1.67b","17.23889k","11,261","1",
"18-Sep-2024","17200","17200","16815","17081","3m","528.19m","17.03016k","7,932","1",
"17-Sep-2024","16953","17184","16936","17140","3m","518.32m","17.09397k","7,195","1",
"16-Sep-2024","16770","17048","16519","16938","2m","411.88m","16.91151k","9,648","1",
"13-Sep-2024","16899","16899","16399","16620","3m","426.78m","16.59066k","9,480","1",
"12-Sep-2024","16771","16945","16584","16675","3m","500.72m","16.71124k","9,382","1",
"11-Sep-2024","16700","16700","16308","16474","4m","619.51m","16.47564k","11,872","1",
"10-Sep-2024","17700","17700","17166","17325","4m","621.72m","17.28479k","9,394","1",
"09-Sep-2024","17309","17309","16992","17194","2m","388.44m","17.20378k","9,399","1",
"06-Sep-2024","17161","17311","16954","17138","2m","359.78m","17.18962k","7,099","1",
"05-Sep-2024","17244","17450","16976","17284","2m","332.73m","17.28924k","8,154","1",
"04-Sep-2024","17000","17271","16981","17244","3m","465.81m","17.17007k","8,416","1",
"03-Sep-2024","17445","17738","17120","17183","2m","384.85m","17.30243k","6,590","1",
"02-Sep-2024","17680","17680","17333","17561","2m","356.8m","17.47329k","6,384","1",
"30-Aug-2024","17793","17843","17463","17586","3m","592.15m","17.58051k","6,528","1",
"29-Aug-2024","17500","17830","17500","17692","3m","529.5m","17.71041k","9,995","1",
"28-Aug-2024","17680","17873","17527","17716","4m","735.9m","17.6976k","10,114","1",
"27-Aug-2024","17150","17611","17150","17595","4m","782.35m","17.54206k","11,432","1",
"26-Aug-2024","17084","17500","16981","17373","4m","719m","17.33391k","8,108","1",
"23-Aug-2024","16700","17250","16700","17084","3m","517.58m","17.01282k","14,475","1",
"22-Aug-2024","16890","17115","16667","16700","4m","659.77m","16.84517k","11,131","1",
"21-Aug-2024","16300","16900","16300","16831","4m","671.39m","16.78424k","12,212","1",
"20-Aug-2024","16558","16920","16313","16422","5m","748.24m","16.58792k","13,864","1",
"19-Aug-2024","16300","16663","16254","16558","6m","974.29m","16.52495k","15,828","1",
"16-Aug-2024","15625","15999","15625","15776","4m","590.44m","15.82918k","13,531","1",
"15-Aug-2024","15320","15899","15315","15589","5m","736.83m","15.63851k","10,158","1",
"14-Aug-2024","15195","15446","15150","15317","3m","390.77m","15.31759k","8,156","1",
"13-Aug-2024","15150","15195","15044","15195","2m","259.72m","15.14409k","5,226","1",
"12-Aug-2024","15315","15339","14960","15042","3m","490.75m","15.08468k","9,128","1",
"09-Aug-2024","0","0","0","15153","0","0","0","0","1",
"08-Aug-2024","15000","15300","14831","15153","3m","490.1m","15.14567k","8,935","1",
"07-Aug-2024","14800","15150","14776","15059","5m","756.43m","15.01176k","14,856","1",
"06-Aug-2024","14896","15000","14624","14776","5m","780.73m","14.77801k","15,611","1",
"05-Aug-2024","15109","15199","14560","14830","8m","1.22b","14.729k","18,539","1",
"02-Aug-2024","15779","15779","15360","15417","4m","680.88m","15.48174k","13,664","1",
"01-Aug-2024","15857","16135","15669","15784","4m","693.56m","15.83048k","13,126","1",
"31-Jul-2024","15850","15983","15817","15980","6m","991.99m","15.93186k","17,933","1",
"30-Jul-2024","15834","16057","15715","15879","3m","498.81m","15.86304k","8,730","1",
"29-Jul-2024","16305","16400","15751","15800","4m","696.55m","15.88825k","11,316","1",
"26-Jul-2024","16325","16500","16164","16294","2m","388.37m","16.31122k","6,913","1",
"25-Jul-2024","15939","16400","15938","16329","3m","469.63m","16.21184k","11,135","1",
"24-Jul-2024","16127","16200","15933","16137","3m","428.23m","16.10928k","9,655","1",
"23-Jul-2024","15880","16150","15788","16138","3m","457.47m","16.0602k","8,782","1",
"22-Jul-2024","15660","15885","15516","15853","2m","273.45m","15.79794k","5,630","1",
"19-Jul-2024","15550","15600","15222","15570","2m","333.74m","15.49437k","8,983","1",
"18-Jul-2024","15200","15523","15189","15401","4m","654.62m","15.38238k","10,323","1",
"17-Jul-2024","15370","15370","15055","15193","3m","447.5m","15.20302k","10,032","1",
"16-Jul-2024","15600","15700","15349","15366","4m","543.51m","15.44224k","13,344","1",
"15-Jul-2024","15615","15781","15508","15781","3m","504.6m","15.73777k","4,533","1",
"12-Jul-2024","15680","15716","15488","15589","2m","333.96m","15.5848k","7,063","1",
"11-Jul-2024","15500","15737","15439","15510","4m","637.4m","15.58075k","6,425","1",
"10-Jul-2024","15592","15692","15402","15452","2m","384.35m","15.50888k","9,696","1",
"09-Jul-2024","15900","15913","15478","15618","3m","407.9m","15.63842k","7,365","1",
"08-Jul-2024","15939","16083","15668","15877","2m","330.42m","15.93715k","6,557","1",
"05-Jul-2024","15687","15960","15687","15814","1m","192.93m","15.8447k","5,225","1",
"04-Jul-2024","16043","16043","15803","15911","1m","201.61m","15.91612k","4,475","1",
"03-Jul-2024","15716","15955","15520","15843","3m","459.55m","15.82235k","8,743","1",
"02-Jul-2024","15899","15920","15460","15461","3m","430.51m","15.56794k","8,814","1",
"01-Jul-2024","16208","16555","15883","15883","6m","915.56m","16.17635k","14,294","1",
"28-Jun-2024","15527","16200","15291","15845","7m","1.11b","15.84513k","20,072","1",
"27-Jun-2024","16299","16299","15310","15378","10m","1.57b","15.55184k","40,294","1",
"26-Jun-2024","17093","17342","16862","16999","3m","580.27m","17.02252k","12,612","1",
"25-Jun-2024","17483","17545","17030","17204","3m","579.17m","17.23547k","10,188","1",
"24-Jun-2024","17268","17649","17051","17419","4m","684.35m","17.34541k","15,598","1",
"21-Jun-2024","17450","17781","17231","17268","10m","1.73b","17.33797k","16,154","1",
"20-Jun-2024","18281","18375","17326","17326","14m","2.42b","17.54708k","19,423","1",
"19-Jun-2024","17700","18399","17700","18340","9m","1.72b","18.23305k","24,023","1",
"18-Jun-2024","16800","17686","16790","17672","10m","1.67b","17.44529k","27,678","1",
"17-Jun-2024","0","0","0","16591","0","0","0","0","1",
"14-Jun-2024","15720","17050","15717","16591","5m","869.51m","16.55217k","16,657","1",
"13-Jun-2024","15735","15900","15605","15710","3m","540.23m","15.75022k","13,502","1",
"12-Jun-2024","15350","15748","15271","15578","3m","529.18m","15.58835k","13,399","1",
"11-Jun-2024","15179","15331","15089","15275","3m","402.44m","15.243k","9,357","1",
"10-Jun-2024","14863","15119","14838","14996","2m","301.31m","15.00823k","7,320","1",
"07-Jun-2024","14900","15125","14800","15001","3m","398.63m","15.00199k","9,062","1",
"06-Jun-2024","15000","15024","14748","14804","2m","312.85m","14.83658k","8,405","1",
"05-Jun-2024","15135","15441","14949","15016","3m","427.28m","15.08311k","9,964","1",
"04-Jun-2024","15495","15550","15167","15363","2m","362.4m","15.36803k","8,511","1",
"03-Jun-2024","14974","15515","14898","15495","4m","588.61m","15.3662k","9,166","1",
"31-May-2024","14620","15040","14452","14917","10m","1.43b","14.90987k","12,814","1",
"30-May-2024","15045","15045","14473","14741","5m","769.55m","14.70323k","15,464","1",
"29-May-2024","0","0","0","15278","0","0","0","0","1",
"28-May-2024","15257","15418","15124","15278","3m","443.13m","15.2613k","11,332","1",
"27-May-2024","15539","15559","15246","15292","2m","382.3m","15.32466k","7,503","1",
"24-May-2024","15311","15570","15280","15499","2m","268.01m","15.46952k","7,132","1",
"23-May-2024","15500","15702","15396","15396","2m","383.96m","15.53219k","8,037","1",
"22-May-2024","15567","15759","15514","15616","3m","401.94m","15.65942k","14,212","1",
"21-May-2024","15490","15594","15385","15567","1m","216m","15.529k","5,492","1",
"20-May-2024","15422","15622","15359","15543","3m","428.6m","15.55202k","8,398","1",
"17-May-2024","15301","15446","15278","15422","3m","514.33m","15.38565k","8,133","1",
